sid,AVG(B.temp)
28C2DDDD45E0,24.704747474747442
28C2DDDD45E2,27.576493150684943
28C2DDDD45E6,25.38156521739126
28C2DDDD45E7,25.65361111111108
28C2DDDD45E8,27.27940170940167
28C2DDDD45FC,24.29258620689654
28C2DDDD4616,30.869196891191795
28C2DDDD4625,31.495545454545415
28C2DDDD477E,26.33547169811316
28C2DDDD4781,28.145555555555585
28C2DDDD478C,24.804274193548395
28C2DDDD4790,22.915223880596994
28C2DDDD4797,29.06203539823006
28C2DDDD479C,27.06745370370366
28C2DDDD479E,24.39352941176468
28C2DDDD479F,28.114872521246486
28C2DDDD47A4,22.06073170731702
28C2DDDD47A8,23.69160714285709
28C2DDDD47AD,27.039315789473722
28C2DDDD47BB,22.393829787234008
28C2DDDD47BC,23.749610027855123
28C2DDDD47C0,30.565882352941234
28C2DDDD47C5,28.175143603133268
28C2DDDD47C6,22.07507042253519
28C2DDDD47C7,30.043490813648326
28C2DDDD47C8,24.16643478260866
28C2DDDD47CB,26.10281249999995
28C2DDDD47CC,25.048349514563075
28C2DDDD47CE,23.051592920353947
28C2DDDD47D5,25.33369999999996
28C2DDDD47D6,22.132624671915963
28C2DDDD47D7,23.631637426900536
28C2DDDD47DB,22.879899999999967
28C2DDDD47E7,24.870831024930734
4000413,21.024634059264617
4000516,19.704343025395623
74DA388FF3A4,26.109428571428534
74DA388FF3AE,23.32722689075626
74DA388FF3B4,17.715376344086003
74DA388FF3BA,24.574457831325272
74DA388FF3D0,23.866199999999964
74DA388FF3D8,23.573571428571384
74DA388FF3EE,-10.4
74DA388FF3F0,-0.7104651162790698
74DA388FF3F2,27.585142857142834
74DA388FF3F6,26.636145833333316
74DA388FF406,-5.571428571428571
74DA388FF424,23.210999999999977
74DA388FF42A,23.836363636363586
74DA388FF42E,24.648181818181786
74DA388FF4FA,22.50266666666663
74DA388FF502,28.097168141592892
74DA388FF534,-1.546842105263158
74DA388FF53A,23.846272727272698
74DA388FF552,15.946160714285687
74DA388FF5BC,22.94782178217818
74DA388FF5C4,29.841250000000002
74DA388FF5D6,23.549152542372845
74DA388FF65A,29.400400000000076
74DA388FF6D0,12.008018867924516
74DA388FF744,11.884326923076912
74DA3895C1FA,24.448147138964575
74DA3895C1FE,25.142264150943387
74DA3895C208,24.20427609427605
74DA3895C20A,26.998455056179793
74DA3895C210,24.432452316076287
74DA3895C212,26.641256684492006
74DA3895C214,26.441890410958912
74DA3895C218,27.28373684210531
74DA3895C21E,24.076214833759593
74DA3895C222,25.633890410958937
74DA3895C224,25.91809523809526
74DA3895C230,25.929201388888846
74DA3895C270,26.340418848167594
74DA3895C27A,26.649509803921543
74DA3895C292,26.387877984084888
74DA3895C294,25.358421052631595
74DA3895C2A2,24.620923913043487
74DA3895C2AA,27.592999999999968
74DA3895C2AE,25.575408970976273
74DA3895C2B0,27.454951456310642
74DA3895C2B2,26.92215999999996
74DA3895C2B4,26.022500000000004
74DA3895C2B6,24.47803324099722
74DA3895C2B8,25.737844155844197
74DA3895C2BC,24.706078947368432
74DA3895C2BE,26.074730878186966
74DA3895C2C0,28.938626373626445
74DA3895C2C4,23.999610389610396
74DA3895C2D4,24.9615567282322
74DA3895C2E2,25.866167664670645
74DA3895C2E4,26.518248730964505
74DA3895C2F0,27.02874999999996
74DA3895C2F2,25.22371428571425
74DA3895C2F4,23.872522522522495
74DA3895C2F8,26.85263852242748
74DA3895C2FA,24.35468749999998
74DA3895C2FE,10.418037383177568
74DA3895C304,24.014005376344084
74DA3895C306,25.580582010582045
74DA3895C308,26.706069364161852
74DA3895C30A,24.395071633237794
74DA3895C30C,27.209680851063858
74DA3895C314,25.47308571428571
74DA3895C318,27.756262886598037
74DA3895C31E,26.530164383561658
74DA3895C320,28.212384823848275
74DA3895C322,25.91188888888892
74DA3895C324,25.082005420054212
74DA3895C326,26.346710875331592
74DA3895C330,22.728461538461506
74DA3895C332,20.717499999999966
74DA3895C33A,23.979148936170187
74DA3895C348,25.746640211640234
74DA3895C352,27.718139534883786
74DA3895C354,26.486782608695616
74DA3895C35E,25.553749999999965
74DA3895C362,26.169391534391565
74DA3895C366,27.10158415841581
74DA3895C368,26.69982300884952
74DA3895C36C,23.716086956521707
74DA3895C36E,24.71851851851848
74DA3895C370,25.013063063063026
74DA3895C372,26.82805825242716
74DA3895C376,25.571886792452794
74DA3895C37A,31.653342465753514
74DA3895C38A,25.972407407407427
74DA3895C38C,24.824350282485863
74DA3895C38E,24.478359788359807
74DA3895C392,26.052451253481895
74DA3895C394,24.095506493506498
74DA3895C396,26.29207253886014
74DA3895C39A,25.704684210526352
74DA3895C39E,28.432946428571395
74DA3895C3AC,25.419435483870974
74DA3895C3AE,27.44876623376619
74DA3895C3B2,28.707457627118604
74DA3895C3B4,27.08091383812016
74DA3895C3B8,27.688512396694236
74DA3895C3BC,26.14116991643453
74DA3895C3BE,25.741094147582757
74DA3895C3C0,27.154409448818907
74DA3895C3CC,25.21591954022987
74DA3895C3DC,25.240417754569194
74DA3895C3E2,25.163130193905804
74DA3895C3E8,24.640886075949403
74DA3895C3EA,27.55833333333338
74DA3895C3EC,26.91318421052637
74DA3895C3F0,29.071504424778727
74DA3895C3FE,24.302603174603128
74DA3895C406,25.282407407407373
74DA3895C40A,23.283651226158025
74DA3895C40E,27.313876404494398
74DA3895C410,26.229252077562354
74DA3895C418,24.46761235955053
74DA3895C41A,25.40345268542202
74DA3895C41E,31.47031088082911
74DA3895C428,24.05912280701749
74DA3895C436,25.172592592592576
74DA3895C438,18.337142857142858
74DA3895C43E,27.147735849056577
74DA3895C440,29.403763440860196
74DA3895C446,27.38737288135596
74DA3895C466,25.137972972972985
74DA3895C4CE,25.71230769230766
74DA3895C54A,26.415959302325586
74DA3895C54C,25.467053291536008
74DA3895C55A,23.222259740259734
74DA3895C55C,26.235193370165774
74DA3895C55E,25.84721621621626
74DA3895C560,28.002479564032758
74DA3895C56C,27.0838834951456
74DA3895C576,24.881811023622056
74DA3895C57E,24.261649214659702
74DA3895C588,25.628434782608693
74DA3895C58C,26.77126027397261
74DA3895C58E,27.223939393939425
74DA3895C590,23.962022471910085
74DA3895C596,26.59042666666671
74DA3895C598,25.50831460674156
74DA3895C5B4,26.187189189189194
74DA3895DF9C,24.831212121212094
74DA3895DF9E,25.37138964577656
74DA3895DFA2,25.223679245282987
74DA3895DFA4,24.81070844686647
74DA3895DFA6,19.39214723926376
74DA3895DFAA,25.866869565217353
74DA3895DFB0,26.269999999999975
74DA3895DFB2,28.242647058823493
74DA3895DFBA,26.713645833333302
74DA3895DFBE,22.70927927927925
74DA3895DFC4,24.663815261044125
74DA3895DFC6,25.78053370786517
74DA3895DFC8,24.965702479338816
74DA3895DFCA,30.471063829787226
74DA3895DFCC,26.075027932960896
74DA3895DFD0,26.07029569892474
74DA3895DFF6,25.89005291005295
74DA3895E04C,26.46554666666673
74DA3895E068,26.506190476190515
74DA3895E06E,23.885417867435116
74DA3895E070,27.620894736842164
74DA3895E074,25.75929577464792
74DA3895E076,27.141920000000045
74DA3895E078,25.96222222222224
74DA3895E098,26.117478260869532
74DA3895E09C,22.607606837606802
74DA3895E0A4,23.683533834586473
74DA3895E0A8,25.24597560975606
74DA3895E0AC,24.799863013698626
74DA3895E0B0,24.029211267605604
74DA3895E0BE,24.822584269662908
74DA3895E0DC,28.88116438356161
74DA3895E0E0,25.93037234042556
74DA3895E0E2,24.05542780748663
74DA3895E142,27.328173076923044
74DA389B9A70,27.109999999999925
74DA38A77948,25.97624999999996
74DA38A77950,26.088547008546975
74DA38A86900,17.818516483516444
74DA38A86902,17.33897097625324
74DA38A86908,19.295418848167493
74DA38A8690A,20.004729729729686
74DA38A86910,19.77132768361577
74DA38A86916,11.79728531855951
74DA38A86918,12.40544959128061
74DA38A8691A,18.756246648793518
74DA38A8691C,14.00059895833329
74DA38A8691E,12.972309711286035
74DA38A86920,15.137338709677376
74DA38A86922,12.108023255813912
74DA38A86926,13.93026246719156
74DA38A86928,18.336765498652245
74DA38A86932,10.16144329896903
74DA38A86934,13.420554016620455
74DA38A86938,10.481744791666621
74DA38A8693A,18.73151436031327
74DA38A8693C,19.557029972751995
74DA38A8693E,14.745567567567525
74DA38A86942,16.174256559766718
74DA38A86944,11.800668449197817
74DA38A86946,19.524769647696434
74DA38A86948,13.40463350785336
74DA38A8694A,18.399749999999965
74DA38A8694C,17.278970588235268
74DA38A86950,19.40242021276591
74DA38A86952,14.112994505494461
74DA38A86956,12.575439739413634
74DA38A8695A,15.444559585492186
74DA38A8695C,11.588291316526567
74DA38AF4710,24.552343749999963
74DA38AF4712,24.76552631578943
74DA38AF4716,23.421981981981943
74DA38AF4718,26.571699999999975
74DA38AF471A,22.802330097087346
74DA38AF471C,27.98973214285711
74DA38AF471E,26.42904761904759
74DA38AF4722,26.67314814814811
74DA38AF4724,24.995284552845483
74DA38AF472C,24.079450549450524
74DA38AF472E,29
74DA38AF4730,25.25
74DA38AF4732,25.41788461538458
74DA38AF4734,23.45967479674793
74DA38AF4736,25.19136363636361
74DA38AF473C,26.796785714285686
74DA38AF473E,24.272072072072035
74DA38AF4740,25.690921052631566
74DA38AF4742,27.17272727272724
74DA38AF474A,27.143839285714254
74DA38AF474C,26.879603174603144
74DA38AF474E,26.472654867256605
74DA38AF4752,27.62601851851849
74DA38AF476A,28.99067307692305
74DA38AF476E,28.039541284403636
74DA38AF4770,25.279504132231366
74DA38AF4772,27.06899082568804
74DA38AF478C,26.57666666666662
74DA38AF4792,26.413924050632886
74DA38AF4794,24.763829787234005
74DA38AF4796,22.0210638297872
74DA38AF4798,24.88523364485978
74DA38AF479A,25.793703703703674
74DA38AF479E,26.992277227722738
74DA38AF47A0,26.68799999999996
74DA38AF47A8,28.727888888888852
74DA38AF47AC,24.96275862068962
74DA38AF47AE,28.092886597938108
74DA38AF47B4,31.51761061946898
74DA38AF47B6,29.370919540229853
74DA38AF47BC,29.664788732394346
74DA38AF47BE,23.867099999999958
74DA38AF47C0,25.952873563218354
74DA38AF47C4,26.492222222222185
74DA38AF47CA,23.651392405063266
74DA38AF47CC,25.57619469026545
74DA38AF47DA,23.475045045045007
74DA38AF47DC,27.846627906976728
74DA38AF47DE,25.0476056338028
74DA38AF47E0,27.660434782608696
74DA38AF47F4,27.752083333333314
74DA38AF47F6,25.82483870967738
74DA38AF47F8,22.01715517241376
74DA38AF47FC,27.719999999999963
74DA38AF47FE,28.70533333333333
74DA38AF4800,25.275517241379273
74DA38AF4804,28.72846846846844
74DA38AF4806,29.119898989898953
74DA38AF4808,25.62694444444441
74DA38AF480E,24.02159999999998
74DA38AF4812,27.45737864077666
74DA38AF481E,26.376949152542334
74DA38AF4822,23.17830769230765
74DA38AF4834,24.162021276595713
74DA38AF4836,29.320366972477036
74DA38AF483E,26.054754098360622
74DA38AF4840,27.965229357798123
74DA38AF4846,23.977343749999978
74DA38AF484E,25.903867924528253
74DA38AF4852,24.363960396039598
74DA38AF4854,25.727714285714242
74DA38AF4858,23.59108695652171
74DA38AF485A,22.58092436974787
74DA38AF485C,25.61486486486481
74DA38AF485E,28.59445378151257
74DA38AF4862,26.439887640449403
74DA38AF4868,24.23441558441557
74DA38AF486C,26.399017857142816
74DA38AF486E,26.416574074074042
74DA38AF4870,24.01357798165134
74DA38AF4876,25.84594594594591
74DA38AF487A,28.37090909090905
74DA38AF487C,25.551711711711683
74DA38AF487E,24.957934782608667
74DA38AF4880,29.768470588235264
74DA38AF4882,27.740948275862028
74DA38AF4884,26.028780487804838
74DA38AF4886,26.841089108910843
74DA38AF488A,26.64548387096772
74DA38AF488C,24.359999999999978
74DA38AF488E,22.44283018867921
74DA38AF4892,29.34767676767674
74DA38AF4894,26.007181818181774
74DA38AF4898,25.200450450450422
74DA38AF489A,28.148514851485114
74DA38AF489E,26.695279999999954
74DA38AF48A0,24.91233870967737
74DA38AF48A4,25.48734513274332
74DA38AF48A6,24.171030927835016
74DA38AF48A8,25.146333333333303
74DA38AF48AC,29.500481927710805
74DA38AF48AE,22.846199999999968
74DA38AF48B2,22.93724137931031
74DA38AF48B4,25.07565217391301
74DA38AF48B6,26.309238095238058
74DA38AF48B8,23.469217391304316
74DA38AF48BC,26.67217821782175
74DA38AF48BE,25.04499999999997
74DA38AF48C0,26.615511811023584
74DA38AF48C2,24.84923076923074
74DA38AF48C6,25.69917431192657
74DA38AF48CA,27.973333333333297
74DA38AF48CC,23.053238095238065
74DA38AF48D8,24.712641509433954
74DA38AF48DA,26.757741935483853
74DA38AF48DC,26.847624999999976
74DA38AF48E2,26.16783018867923
74DA38AF48F4,26.87598290598287
74DA38AF48F8,26.104646464646425
74DA38AF48FC,25.168679245282984
74DA38AF4906,22.255666666666635
74DA38AF4908,27.342037037037
74DA38AF490C,28.99019801980195
74DA38AF491A,23.45702702702699
74DA38AF4924,21.471444444444412
74DA38AF4928,27.915806451612873
74DA38AF492A,25.393663366336604
74DA38AF492C,27.259351851851825
74DA38AF4936,25.428090909090876
74DA38AF4944,25.0465979381443
74DA38AF4946,27.703295454545415
74DA38AF4948,23.52831932773106
74DA38AF494E,23.029587628865954
74DA38AF4950,25.764537815126033
74DA38AF4954,26.414881889763745
74DA38AF4956,29.044199999999975
74DA38AF4958,24.79583333333331
74DA38AF495C,26.911413043478245
74DA38AF495E,26.853146067415704
74DA38AF496A,23.039782608695624
74DA38AF496C,25.975806451612865
74DA38AF496E,24.589754098360622
74DA38AF4972,28.6674468085106
74DA38AF4974,24.388695652173887
74DA38AF4976,23.878349514563077
74DA38AF4978,27.68163636363634
74DA38AF4986,26.51484536082472
74DA38AF4988,26.598363636363594
74DA38AF498A,25.411650485436855
74DA38B05070,24.727623762376204
74DA38B0516E,25.31121212121208
74DA38B05314,23.175950413223102
801F02000010,32.43774999999998
9E65F90B244F,22.40626286890873
9E65F90B249D,22.954244186046473
9E65F90B26D7,23.801031034482744
9E65F90B278E,22.46019086571235
9E65F90B287C-3,33.35913261888803
9E65F90B287C-5,33.35913261888803
9E65F90B287C-A,33.35913261888803
9E65F90B28B6,24.240809883321855
9E65F90B292B,23.530302405498308
9E65F90B2945,23.424350359958822
9E65F90B29E0,24.014974288652677
9E65F90B2B15-3,28.96688755727881
9E65F90B2B15-5,28.96688755727881
9E65F90B2B15-A,28.96688755727881
9E65F90B2B22,22.894052287581736
9E65F90B8433,23.19755066987288
9E65F90C3F32,22.850013783597532
9E65F90C3F3D,25.441942544459636
9E65F90C3F41,24.832496556473778
9E65F90C3F64,22.928996918863415
9E65F90C3F68,21.073279643591487
9E65F90C3F6F,23.821743571680198
9E65F90C3F72,22.84125000000002
9E65F90C3F74,20.7063838550247
9E65F90C49BD,23.273767569420727
9E65F90C5039,20.68671687778159
9E65F90C503E,23.64954498802604
9E65F90C5378,22.305041067761863
9E65F90C537C,22.821018294787734
9E65F90C537D,23.8951646090535
9E65F90C5382,23.473453237410077
9E65F90C5386,18.072470870459217
9E65F90C5389,24.608106630211932
9E65F90C53AD,23.681492281303623
9E65F90C53B3,24.32937417654814
9E65F90C53C3,24.141710164835157
9E65F90C53C6,21.28811001410436
9E65F90C53D6,24.30816911764714
9E65F90C53DF,22.817586944890277
9E65F90C5622,22.68403430531729
9E65F90C5638,22.703271668379614
CiXin001,23.456497373029777
CiXin004,22.884955974842804
FT1_005,23.4753404567358
FT1_024,20.641169154228855
FT1_031,20.875657894736843
FT1_037,21.644035446489433
FT1_0442D,22
FT1_0446D,22.41262580054895
FT1_0447A,22
FT1_092,23.851437308868643
FT1_115,0
FT1_116,0
FT1_384,25.313793375394262
FT1_386,22.05738386308073
FT1_388,27.233333333333334
FT1_389,21.858317025440314
FT1_392,21.08290863890618
FT1_394,23.1225747406956
FT1_395,24.496024844720438
FT1_398,23.737135832821103
FT1_399,21.893132754342417
FT1_401,24.107002457002448
FT1_403,16.400000000000418
FT1_406,18.409541511771994
FT1_456,21.0844171779141
FT1_966,21.78068459657699
FT1_AL01,21.76741514360315
FT1_CCH01,27.200000000000422
FT1_CCUME_Factory101,25.818091603053432
FT1_CCUME_Factory202,23.725894039735095
FT1_Dounan_Indoor,24.864187499999993
FT1_Dounan_Outdoor,25.6730701754386
FT1_LIVEEEFF,NULL
FT1_LWCST,20.750410958904137
FT3_0001,NULL
FT_CDPS,27.79999999999958
FT_SYPS1,24.79987804878048
HRY_7688,20.33486142946447
HSZ_30841,21.50711297071128
LASS-PI_014,21.40000000000065
LASS-PI_025,0
LASS-PI_043,26.30018610421833
LASS-SPS_017,29.336867469879582
NUK_518-1_inside,24.60654613466347
NUK_H1-207_inside,25.541666666666668
NUK_RD5F_inside,25.294402985074665
Quchi,19.70953608247428
scan_01,21.096153846153847
WF_1154583,21.069559412550095
WF_1154678,22.012907431551493
WF_1154687,23.68495024875623
WF_1155599,21.574378109452663
WF_1182189,22.177694235588934
WF_12743501,28.22506596306066
WF_12781724,23.006163522012564
WF_14010577,21.0989010989011
WF_14010751,26.48983688833123
WF_14011412,34.52150000000004
WF_14011622,25.849306431273632
WF_14087554,21.770054200542045
WF_1664490,19.788945362134733
WF_1735326,20.17658227848099
WF_1808597,22.764705882352942
WF_254406,23.69900744416874
WF_254648,22.282822902796287
YK_160,24.790251107828333
